comp-1,comp-2
8.1610706124023,-3.440311909313769
5.852391793245687,-3.1424373402489127
5.956675648551751,-0.7679367547022111
9.716722120727537,0.9545005334822567
1.2972705311219412,-3.204401018115989
9.84105818890299,-1.1795200321714525
2.642989945773805,-6.418635281206299
6.332358663485706,-3.7982397392002767
3.5041146974236796,1.5314143387601462
9.254276948877338,1.8374915592169987
9.511482410052396,1.5865360484570443
0.7616878888391468,-4.6017970622962086
4.736511461211085,-1.0101262453973878
3.6702546872067674,-3.88637514965481
2.54785288543056,-2.2591155808007115
3.551492716912611,-3.4548840771546345
2.6556990496907615,1.2230490382193864
2.5899400017922565,-5.317839788682122
2.557149351691935,-4.8011037338389935
3.045266046251231,2.02635419086969
-1.031041040591436,6.447208400690933
8.005773522931758,1.0398159308859647
8.038806552755217,5.1041796132359325
5.692332454588085,1.7041600326771769
1.4096089795368445,1.761966777686344
7.942134465182693,4.8552882143677785
6.83575787605816,5.595432438605004
-2.268663491480439,-4.413142399105671
-5.757527051661314,-0.239358458904158
-5.773621947148789,-0.6822209179281138
-5.778127313716985,-3.870109532858529
-5.401120212213153,1.0153044489854728
-6.315408151551315,0.5040545876070521
-4.830494520028709,-3.01011986984851
-7.100124620742596,1.4542103419371304
-9.195552267661105,1.7844864168062315
-6.852256916408442,3.9953000562181793
-7.08991208804619,-2.8529736495177205
-0.20202952608788105,-3.023338915518731
-6.59136473183865,-1.932245232236075
-6.566904593145026,-1.945635952571847
-4.3656420092966,0.29246008850257627
-5.74271427869453,0.8570561593433647
-4.06412744834739,-1.9817068442365806
-1.0038232871078774,-3.562807920277382
-3.418773171441936,4.973696772761351
-4.827843386077905,1.1673421596690554
-1.488811997399174,0.6938778605055502
-2.5859595880444357,2.634180937604185
-0.4597496016250115,4.723137864483819
-4.651709407865362,3.220232323751907
-7.586578091950212,1.677187134186715
-4.736183771288765,1.599685661933328
-3.06702452078122,5.449140445186492
2.8977814927119527,5.704880310391519
-4.5375308824791585,-1.26182734621706
-5.7178410786345575,-1.3554199350244003
